time,plot,lat,long,quadrat,species,abundance
2014,1,-32.35602,117.76009,1,Waitzia.acuminata,6
2014,1,-32.35602,117.76009,1,Vulpia.bromoides,2
2014,1,-32.35602,117.76009,1,Ursinia.anthemoides,1
2014,1,-32.35602,117.76009,1,Podotheca.gnaphalioides,1
2014,1,-32.35602,117.76009,1,Pentaschistis.airoides,1
2014,1,-32.35602,117.76009,2,Podolepis.canescens,6
2014,1,-32.35602,117.76009,2,Vulpia.bromoides,4
2014,1,-32.35602,117.76009,2,Hypochaeris.glabra,3
2014,1,-32.35602,117.76009,2,Ursinia.anthemoides,2
2014,1,-32.35602,117.76009,2,Bromus.rubens,2
2014,1,-32.35602,117.76009,2,Waitzia.acuminata,4
2014,1,-32.35602,117.76009,3,Podotheca.gnaphalioides,4
2014,1,-32.35602,117.76009,3,Bromus.rubens,1
2014,1,-32.35602,117.76009,3,Podolepis.canescens,3
2014,1,-32.35602,117.76009,3,Hypochaeris.glabra,1
2014,1,-32.35602,117.76009,3,Waitzia.suaveolens,3
2014,1,-32.35602,117.76009,3,Waitzia.acuminata,1
2014,1,-32.35602,117.76009,3,Pentaschistis.airoides,4
2014,1,-32.35602,117.76009,3,Vulpia.bromoides,20
2014,1,-32.35602,117.76009,3,Millotia.sp,1
2014,1,-32.35602,117.76009,4,Ursinia.anthemoides,3
2014,1,-32.35602,117.76009,4,Waitzia.acuminata,20
2014,1,-32.35602,117.76009,4,Millotia.sp,7
2014,1,-32.35602,117.76009,4,Bromus.rubens,5
2014,1,-32.35602,117.76009,5,Brassica.tournefortii,1
2014,1,-32.35602,117.76009,5,Vulpia.bromoides,20
2014,1,-32.35602,117.76009,5,Podolepis.canescens,5
2014,1,-32.35602,117.76009,5,Waitzia.acuminata,20
2014,1,-32.35602,117.76009,5,Pentaschistis.airoides,6
2014,1,-32.35602,117.76009,5,Millotia.sp,2
2014,1,-32.35602,117.76009,5,Hypochaeris.glabra,1
2014,1,-32.35602,117.76009,5,Ursinia.anthemoides,1
2014,1,-32.35602,117.76009,6,Brassica.tournefortii,2
2014,1,-32.35602,117.76009,6,Vulpia.bromoides,4
2014,1,-32.35602,117.76009,6,Podotheca.gnaphalioides,2
2014,1,-32.35602,117.76009,6,Waitzia.acuminata,2
2014,1,-32.35602,117.76009,6,Pentaschistis.airoides,5
2014,1,-32.35602,117.76009,6,Millotia.sp,1
2014,1,-32.35602,117.76009,7,Avena.barbata,2
2014,1,-32.35602,117.76009,7,Bromus.rubens,10
2014,1,-32.35602,117.76009,7,Ursinia.anthemoides,5
2014,1,-32.35602,117.76009,7,Pentaschistis.airoides,5
2014,1,-32.35602,117.76009,7,Vulpia.bromoides,30
2014,1,-32.35602,117.76009,7,Podotheca.gnaphalioides,1
2014,1,-32.35602,117.76009,7,Waitzia.acuminata,2
2014,1,-32.35602,117.76009,8,Ursinia.anthemoides,25
2014,1,-32.35602,117.76009,8,Waitzia.acuminata,5
2014,1,-32.35602,117.76009,8,Pentaschistis.airoides,1
2014,1,-32.35602,117.76009,8,Vulpia.bromoides,2
2014,1,-32.35602,117.76009,9,Ursinia.anthemoides,6
2014,1,-32.35602,117.76009,9,Waitzia.acuminata,4
2014,1,-32.35602,117.76009,9,Vulpia.bromoides,1
2014,1,-32.35602,117.76009,10,Bromus.rubens,7
2014,1,-32.35602,117.76009,10,Vulpia.bromoides,20
2014,1,-32.35602,117.76009,10,Waitzia.acuminata,20
2014,1,-32.35602,117.76009,10,Podotheca.gnaphalioides,1
2014,1,-32.35602,117.76009,10,Podolepis.canescens,2
2014,1,-32.35602,117.76009,10,Ursinia.anthemoides,2
2014,1,-32.35602,117.76009,10,Hypochaeris.glabra,1
2014,2,-32.3553,117.75982,1,Waitzia.acuminata,5
2014,2,-32.3553,117.75982,1,Podolepis.canescens,1
2014,2,-32.3553,117.75982,2,Vulpia.bromoides,4
2014,2,-32.3553,117.75982,2,Pentaschistis.airoides,6
2014,2,-32.3553,117.75982,2,Waitzia.acuminata,12
2014,2,-32.3553,117.75982,2,Podolepis.canescens,6
2014,2,-32.3553,117.75982,3,Ursinia.anthemoides,15
2014,2,-32.3553,117.75982,3,Waitzia.acuminata,8
2014,2,-32.3553,117.75982,3,Pentaschistis.airoides,6
2014,2,-32.3553,117.75982,3,Vulpia.bromoides,2
2014,2,-32.3553,117.75982,3,Hypochaeris.glabra,1
2014,2,-32.3553,117.75982,4,Avena.barbata,7
2014,2,-32.3553,117.75982,4,Vulpia.bromoides,30
2014,2,-32.3553,117.75982,4,Bromus.rubens,7
2014,2,-32.3553,117.75982,4,Waitzia.acuminata,5
2014,2,-32.3553,117.75982,4,Podolepis.canescens,4
2014,2,-32.3553,117.75982,4,Arctotheca.calendula,6
2014,2,-32.3553,117.75982,5,Waitzia.acuminata,10
2014,2,-32.3553,117.75982,5,Vulpia.bromoides,8
2014,2,-32.3553,117.75982,5,Avena.barbata,1
2014,2,-32.3553,117.75982,5,Podolepis.canescens,2
2014,2,-32.3553,117.75982,5,Hypochaeris.glabra,1
2014,2,-32.3553,117.75982,6,Ursinia.anthemoides,10
2014,2,-32.3553,117.75982,6,Waitzia.acuminata,5
2014,2,-32.3553,117.75982,6,Avena.barbata,6
2014,2,-32.3553,117.75982,6,Pentaschistis.airoides,1
2014,2,-32.3553,117.75982,7,Waitzia.acuminata,20
2014,2,-32.3553,117.75982,7,Pentaschistis.airoides,8
2014,2,-32.3553,117.75982,7,Hypochaeris.glabra,2
2014,2,-32.3553,117.75982,7,Vulpia.bromoides,1
2014,2,-32.3553,117.75982,7,Podolepis.canescens,1
2014,2,-32.3553,117.75982,8,Waitzia.acuminata,10
2014,2,-32.3553,117.75982,8,Vulpia.bromoides,2
2014,2,-32.3553,117.75982,8,Ursinia.anthemoides,2
2014,2,-32.3553,117.75982,8,Pentaschistis.airoides,10
2014,2,-32.3553,117.75982,8,Avena.barbata,1
2014,2,-32.3553,117.75982,9,Avena.barbata,7
2014,2,-32.3553,117.75982,9,Ursinia.anthemoides,2
2014,2,-32.3553,117.75982,9,Waitzia.acuminata,13
2014,2,-32.3553,117.75982,10,Avena.barbata,7
2014,2,-32.3553,117.75982,10,Waitzia.acuminata,3
2014,2,-32.3553,117.75982,10,Ursinia.anthemoides,1
2014,3,-32.35454,117.75983,1,Waitzia.acuminata,8
2014,3,-32.35454,117.75983,1,Pentaschistis.airoides,20
2014,3,-32.35454,117.75983,1,Bromus.rubens,5
2014,3,-32.35454,117.75983,1,Vulpia.bromoides,2
2014,3,-32.35454,117.75983,1,Podotheca.gnaphalioides,1
2014,3,-32.35454,117.75983,2,Waitzia.acuminata,8
2014,3,-32.35454,117.75983,2,Ursinia.anthemoides,1
2014,3,-32.35454,117.75983,2,Bromus.rubens,1
2014,3,-32.35454,117.75983,2,Podotheca.gnaphalioides,1
2014,3,-32.35454,117.75983,2,Pentaschistis.airoides,4
2014,3,-32.35454,117.75983,2,Vulpia.bromoides,1
2014,3,-32.35454,117.75983,3,Waitzia.acuminata,8
2014,3,-32.35454,117.75983,3,Hypochaeris.glabra,1
2014,3,-32.35454,117.75983,3,Podotheca.gnaphalioides,1
2014,3,-32.35454,117.75983,3,Pentaschistis.airoides,4
2014,3,-32.35454,117.75983,4,Waitzia.acuminata,13
2014,3,-32.35454,117.75983,4,Pentaschistis.airoides,5
2014,3,-32.35454,117.75983,4,Bromus.rubens,1
2014,3,-32.35454,117.75983,4,Millotia.sp,6
2014,3,-32.35454,117.75983,4,Ursinia.anthemoides,1
2014,3,-32.35454,117.75983,5,Ursinia.anthemoides,3
2014,3,-32.35454,117.75983,5,Waitzia.acuminata,4
2014,3,-32.35454,117.75983,5,Pentaschistis.airoides,2
2014,3,-32.35454,117.75983,5,Podolepis.canescens,2
2014,3,-32.35454,117.75983,5,Bromus.rubens,6
2014,3,-32.35454,117.75983,5,Hypochaeris.glabra,2
2014,3,-32.35454,117.75983,5,Vulpia.bromoides,1
2014,3,-32.35454,117.75983,6,Waitzia.acuminata,4
2014,3,-32.35454,117.75983,6,Ursinia.anthemoides,2
2014,3,-32.35454,117.75983,6,Podolepis.canescens,1
2014,3,-32.35454,117.75983,6,Pentaschistis.airoides,3
2014,3,-32.35454,117.75983,7,Ursinia.anthemoides,11
2014,3,-32.35454,117.75983,7,Waitzia.acuminata,1
2014,3,-32.35454,117.75983,7,Bromus.rubens,3
2014,3,-32.35454,117.75983,7,Hypochaeris.glabra,1
2014,3,-32.35454,117.75983,7,Vulpia.bromoides,1
2014,3,-32.35454,117.75983,8,Waitzia.acuminata,8
2014,3,-32.35454,117.75983,8,Vulpia.bromoides,7
2014,3,-32.35454,117.75983,8,Pentaschistis.airoides,2
2014,3,-32.35454,117.75983,8,Bromus.rubens,2
2014,3,-32.35454,117.75983,8,Podolepis.canescens,1
2014,3,-32.35454,117.75983,8,Lysimachia.arvensis,1
2014,3,-32.35454,117.75983,9,Ursinia.anthemoides,3
2014,3,-32.35454,117.75983,9,Pentaschistis.airoides,8
2014,3,-32.35454,117.75983,9,Hypochaeris.glabra,1
2014,3,-32.35454,117.75983,9,Waitzia.acuminata,2
2014,3,-32.35454,117.75983,9,Arctotheca.calendula,1
2014,3,-32.35454,117.75983,10,Millotia.sp,13
2014,3,-32.35454,117.75983,10,Bromus.rubens,8
2014,3,-32.35454,117.75983,10,Waitzia.acuminata,4
2014,3,-32.35454,117.75983,10,Podolepis.canescens,1
